token,count,coverage_percent
wenbinhope,1,0.00
znpear8616,1,0.00
znpear,1,0.00
shun6788,1,0.00
8049307,1,0.00
307077419,1,0.00
b307077419,1,0.00
zysun20010300,1,0.00
20010300,1,0.00
zysun,1,0.00
zhuce436,1,0.00
chinayshj,1,0.00
xinjin99,1,0.00
xinjin,1,0.00
85369389,1,0.00
scroll_2008,1,0.00
scroll,1,0.00
83408243,1,0.00
dskennth,1,0.00
pinemouse,1,0.00
renjinwei,1,0.00
414356166,1,0.00
qwerty1011,1,0.00
7167,1,0.00
ltwflybird,1,0.00
cilanxingkong,1,0.00
78573558,1,0.00
81910000,1,0.00
zcx12345,1,0.00
hetaohoo,1,0.00
32081,1,0.00
fangquan32081,1,0.00
fg34fgd45345,1,0.00
45345,1,0.00
zhould,1,0.00
tswjc,1,0.00
25864,1,0.00
6test,1,0.00
test6test6,1,0.00
fingfing,1,0.00
285202586,1,0.00
fjh790203,1,0.00
790203,1,0.00
405369151,1,0.00
qq1123625,1,0.00
1123625,1,0.00
syndi,1,0.00
caoniyeyed,1,0.00
xiaoxuexiyu,1,0.00
alexfunmofu,1,0.00
couper,1,0.00
mhgtjn,1,0.00
asd666666,1,0.00
supertx183,1,0.00
supertx,1,0.00
mzgroup,1,0.00
sljhello,1,0.00
viviemliu,1,0.00
blueg,1,0.00
blueg_371,1,0.00
kissyouzxy,1,0.00
shen3456,1,0.00
cxwc,1,0.00
angust,1,0.00
wr124578,1,0.00
shanya517,1,0.00
huluantian,1,0.00
windzero,1,0.00
windzero888,1,0.00
gzhsea,1,0.00
cdy628,1,0.00
fjzzyichun,1,0.00
205128,1,0.00
gangege,1,0.00
lizhifang888,1,0.00
woshiyige,1,0.00
wewewewe,1,0.00
yzt123,1,0.00
94151260,1,0.00
fflhn,1,0.00
cointroduction,1,0.00
lemon3123,1,0.00
2123495212,1,0.00
onepiece1985,1,0.00
aa19870311,1,0.00
lyl821013,1,0.00
jksladjflk,1,0.00
lincolnzzy,1,0.00
hdcjp,1,0.00
btnnbtnn,1,0.00
594795416,1,0.00
xiaokucool,1,0.00
abcdefhij,1,0.00
2005207035,1,0.00
498926395,1,0.00
861158,1,0.00
heya861158,1,0.00
changhensheng,1,0.00
missile13,1,0.00
532185987,1,0.00
nana99,1,0.00
yuhui_fish,1,0.00
67452585,1,0.00
hlx519,1,0.00
kitty0610,1,0.00
wsbfdlyh,1,0.00
wenzhuan,1,0.00
freeezhang,1,0.00
trdy120,1,0.00
trdy,1,0.00
luodingjia,1,0.00
503651593,1,0.00
luohzong1987,1,0.00
luohzong,1,0.00
mailqqcom,1,0.00
byzk,1,0.00
byzk2002,1,0.00
yygenius,1,0.00
shendiao,1,0.00
jian_she123,1,0.00
she123,1,0.00
liulingli,1,0.00
wj5180598keke,1,0.00
5180598,1,0.00
guairenj,1,0.00
liyong_ahhf,1,0.00
200341dead,1,0.00
200341,1,0.00
85962375,1,0.00
jlppo,1,0.00
jlppo5699,1,0.00
lllix,1,0.00
kuangyezhige,1,0.00
xubincool,1,0.00
adison.peng,1,0.00
children816,1,0.00
numancia,1,0.00
271315721,1,0.00
songhongmei,1,0.00
sijia1019,1,0.00
fxpno,1,0.00
01261128,1,0.00
grandwhite,1,0.00
mujingang,1,0.00
alin7605,1,0.00
12193048,1,0.00
991155,1,0.00
chiputao991155,1,0.00
chiputao,1,0.00
cassy,1,0.00
cassy913,1,0.00
xuhongchao,1,0.00
xuhongchao777,1,0.00
ccaat,1,0.00
yrh820902,1,0.00
523547029,1,0.00
mccall,1,0.00
xtzz,1,0.00
amengzai,1,0.00
moonlitroad,1,0.00
dorakinglake,1,0.00
kingpoe,1,0.00
yanshengri,1,0.00
mabo1976,1,0.00
kfbb,1,0.00
abc12168abc,1,0.00
wuming12,1,0.00
wlc54567,1,0.00
54567,1,0.00
piaolk,1,0.00
daweiyin,1,0.00
yangganzhi,1,0.00
storgaro,1,0.00
xihaw,1,0.00
harlyhood,1,0.00
jdib,1,0.00
yangjielin,1,0.00
42354923,1,0.00
nini_42354923,1,0.00
vrchary159753,1,0.00
19580308,1,0.00
etdick,1,0.00
nzxyxw,1,0.00
readsharp,1,0.00
xzlsuper,1,0.00
rongtion,1,0.00
lj57317479,1,0.00
57317479,1,0.00
gklight,1,0.00
nudtlqh,1,0.00
staticmain,1,0.00
guideyu,1,0.00
emojing,1,0.00
emojing12,1,0.00
05301321,1,0.00
zj05301321,1,0.00
19790709,1,0.00
kshqdxf,1,0.00
wswzc,1,0.00
yuxinyou,1,0.00
jilijun,1,0.00
xiaoguvip,1,0.00
iceland,1,0.00
noble_shi,1,0.00
13050956117,1,0.00
youxiulian,1,0.00
youxiulian1983,1,0.00
63915406,1,0.00
liangyifeng,1,0.00
bmsky_chu,1,0.00
index123,1,0.00
bmsky_chu1,1,0.00
chu1,1,0.00
jinds,1,0.00
6199773,1,0.00
29912958,1,0.00
dbaczm,1,0.00
chendaoxi,1,0.00
xhlwx,1,0.00
39385618,1,0.00
unkillman,1,0.00
unkillman3,1,0.00
025098,1,0.00
wltllx,1,0.00
frankmmj,1,0.00
mde70000,1,0.00
70000,1,0.00
mde,1,0.00
fafc,1,0.00
fafc608,1,0.00
segoodid,1,0.00
liuyang198411,1,0.00
conneg,1,0.00
syjkxhtq,1,0.00
2836103,1,0.00
f2836103,1,0.00
461983,1,0.00
hua461983,1,0.00
mao5077695,1,0.00
5077695,1,0.00
flownclouds,1,0.00
hzzj,1,0.00
hzzj86814,1,0.00
caosheng123,1,0.00
hufang13,1,0.00
willliu299,1,0.00
hkjian,1,0.00
gaodongxia,1,0.00
liehuobuding,1,0.00
53872015,1,0.00
duke2007,1,0.00
youyou26,1,0.00
xty_1365972,1,0.00
1365972,1,0.00
416875091,1,0.00
pengpeng107,1,0.00
yihen0601,1,0.00
yihen,1,0.00
9426464,1,0.00
gkhb2006,1,0.00
gkhb,1,0.00
newlogic,1,0.00
flyu,1,0.00
xiaoli5617,1,0.00
zmhs,1,0.00
iamzhansir,1,0.00
azhuqi,1,0.00
leiniu,1,0.00
sunshuai368,1,0.00
62240868,1,0.00
lention,1,0.00
grace828,1,0.00
wallgirl,1,0.00
ashaur,1,0.00
sxiaocheng,1,0.00
423301,1,0.00
lyx423301,1,0.00
rain00yu,1,0.00
104710141,1,0.00
hamillten,1,0.00
downloadings,1,0.00
loujiing,1,0.00
fanfan230,1,0.00
20071234,1,0.00
touchsky20071234,1,0.00
qwer9669,1,0.00
704460186,1,0.00
523784,1,0.00
a523784v,1,0.00
zb19850912,1,0.00
linlang1,1,0.00
xgjsj,1,0.00
zuilihai,1,0.00
8010227,1,0.00
glgcd,1,0.00
rev,1,0.00
gaodexiha,1,0.00
jinmengyu,1,0.00
sqyangshen,1,0.00
91168,1,0.00
jamllj,1,0.00
luxiaolin,1,0.00
luxiaolin7618,1,0.00
chenqingjin,1,0.00
xiaoyaowangchao,1,0.00
zz898989,1,0.00
ccliuhua,1,0.00
love393145400,1,0.00
393145400,1,0.00
040529,1,0.00
sjzpc,1,0.00
sjzpc040529,1,0.00
liaojl,1,0.00
loveqingyanyan,1,0.00
hgp_life,1,0.00
down2009,1,0.00
qq9263646,1,0.00
9263646,1,0.00
sffssa,1,0.00
jxjxiaojun,1,0.00
13133475882,1,0.00
254132837,1,0.00
facdfacdfacd,1,0.00
ejson,1,0.00
ejson2001,1,0.00
tongjinlong,1,0.00
niezeng,1,0.00
sunfengmei,1,0.00
gaohuawei,1,0.00
zshzh2009,1,0.00
hackerwo,1,0.00
19840000,1,0.00
88311911,1,0.00
wuyundong,1,0.00
cjper8787471,1,0.00
8787471,1,0.00
chenyyong,1,0.00
whclcc,1,0.00
jiangzhi98,1,0.00
zhc10390,1,0.00
10390,1,0.00
w2655121,1,0.00
yufei808,1,0.00
networkqiu,1,0.00
winjade,1,0.00
xspwang,1,0.00
ghost909,1,0.00
344310862,1,0.00
wangtaooo,1,0.00
196050196,1,0.00
mzke,1,0.00
82382748,1,0.00
rexwangheng,1,0.00
inpilnyp,1,0.00
jlx0504qq,1,0.00
asdfgbvcxz,1,0.00
83475003,1,0.00
63334537,1,0.00
kevinhaoer,1,0.00
huangluyu,1,0.00
ad50274969,1,0.00
50274969,1,0.00
604589522,1,0.00
sherrydong,1,0.00
mmyzwchh,1,0.00
43414303,1,0.00
mqiwen,1,0.00
dljlw,1,0.00
shaliu2008,1,0.00
wangaimeng,1,0.00
yang74yang74,1,0.00
zhuangchaoxiao,1,0.00
hshty,1,0.00
gzhktk790513,1,0.00
gzhktk,1,0.00
lytamm,1,0.00
a120072949,1,0.00
yoyocane,1,0.00
wxllylly,1,0.00
kingsail,1,0.00
ouyi122,1,0.00
jianwenli,1,0.00
cxc2008,1,0.00
agcui,1,0.00
780831,1,0.00
mjstudio,1,0.00
chenix,1,0.00
skeletor,1,0.00
xkwgod,1,0.00
huang595,1,0.00
x0574,1,0.00
victordo,1,0.00
simple888,1,0.00
loveghb1314,1,0.00
loveghb,1,0.00
yulian,1,0.00
cexojhnr,1,0.00
yfet198411,1,0.00
yfet,1,0.00
douglascachoeira,1,0.00
kimurahsieh,1,0.00
king2004,1,0.00
yangchaonan,1,0.00
a2612507,1,0.00
2612507,1,0.00
caojin1650804,1,0.00
1650804,1,0.00
jizhulehua,1,0.00
likunlee,1,0.00
caobojun,1,0.00
muziyueyueniao,1,0.00
cheng703,1,0.00
liao850215,1,0.00
lwlliang,1,0.00
g652827360,1,0.00
652827360,1,0.00
mici2k,1,0.00
mici,1,0.00
caoyun1988,1,0.00
adam43046721,1,0.00
43046721,1,0.00
beatu,1,0.00
ccie20079,1,0.00
20079,1,0.00
050905004,1,0.00
abc120072949,1,0.00
5261426,1,0.00
sun5261426,1,0.00
iamfiona,1,0.00
alice123456,1,0.00
bakerhu,1,0.00
74840604,1,0.00
guohao0827,1,0.00
kiceyice,1,0.00
wluiu,1,0.00
wangxueyou,1,0.00
whhxtt,1,0.00
wjklyx841219,1,0.00
wjklyx,1,0.00
10724696,1,0.00
330283971,1,0.00
xinwenxin,1,0.00
shenjcd,1,0.00
nht12345,1,0.00
tester2008,1,0.00
gonghaobaogang,1,0.00
qiupblai,1,0.00
kansx,1,0.00
gongsh2001,1,0.00
20621823106,1,0.00
crankyliu,1,0.00
tutu0505,1,0.00
fdwsjuc,1,0.00
qiuzhehong2,1,0.00
qiuzhehong,1,0.00
905626,1,0.00
guoyeyoyo,1,0.00
bluesea99,1,0.00
honeyalex,1,0.00
lisl1972,1,0.00
syhuun,1,0.00
luoltx,1,0.00
shuhui0614,1,0.00
webwork,1,0.00
webwork123,1,0.00
327965316,1,0.00
63549010,1,0.00
jiagxu,1,0.00
333555333,1,0.00
servletjsp,1,0.00
198331099,1,0.00
997034,1,0.00
gerter997034,1,0.00
gerter,1,0.00
8315867,1,0.00
0204000,1,0.00
langzg_8,1,0.00
langzg,1,0.00
ganfusheng,1,0.00
cuixixi,1,0.00
gdwuyihua,1,0.00
coxiuge,1,0.00
coxiuge986,1,0.00
txq5201314,1,0.00
happyhulan,1,0.00
genli,1,0.00
lhyljhm,1,0.00
fengyuye1,1,0.00
sacred302,1,0.00
dqb80077,1,0.00
80077,1,0.00
04911,1,0.00
songtao04911,1,0.00
force_blue,1,0.00
yoyocome,1,0.00
blue17300589,1,0.00
17300589,1,0.00
zpjjh,1,0.00
flyingboy8000,1,0.00
ningqunle710607,1,0.00
ningqunle,1,0.00
biyu19830901,1,0.00
yangshuan,1,0.00
402888904,1,0.00
zhushensa,1,0.00
403524838,1,0.00
zzl430074,1,0.00
430074,1,0.00
xinger615,1,0.00
gzj19841112,1,0.00
onlymezyb,1,0.00
zjf198111,1,0.00
songjinlong,1,0.00
gulysses,1,0.00
lirq,1,0.00
lirq2005,1,0.00
kingtao2007,1,0.00
kingtao,1,0.00
highyes008,1,0.00
highyes,1,0.00
zj66194790,1,0.00
66194790,1,0.00
noblepine,1,0.00
10171223,1,0.00
szhsxpyy,1,0.00
ftxihv,1,0.00
undertime,1,0.00
happyoldman,1,0.00
qushaobo,1,0.00
mt123888,1,0.00
qku,1,0.00
8781679,1,0.00
xiaoxi8781679,1,0.00
02983001,1,0.00
bm02983001,1,0.00
gispowerorg,1,0.00
yangzhizhuo,1,0.00
yangjingxin,1,0.00
gfhkd,1,0.00
keile2003,1,0.00
xjmlr,1,0.00
liangyanbo,1,0.00
9554162,1,0.00
ajix,1,0.00
chencongze,1,0.00
thunder2008,1,0.00
weiweiqd1,1,0.00
weiweiqd,1,0.00
taodonghua,1,0.00
chuorg,1,0.00
417043084,1,0.00
lenhu,1,0.00
251340208,1,0.00
felix5555,1,0.00
cnf03598,1,0.00
03598,1,0.00
19359917,1,0.00
592634116,1,0.00
64150925,1,0.00
sdjm,1,0.00
lanbing301,1,0.00
wc861113,1,0.00
woxueliuyun,1,0.00
donray,1,0.00
hjhjhx,1,0.00
230739,1,0.00
auqrye,1,0.00
zjsdbjj,1,0.00
luoming1121,1,0.00
yufazheng,1,0.00
fatasyliu,1,0.00
pippen0924,1,0.00
pippen,1,0.00
fengpan,1,0.00
fengpan2004,1,0.00
hehu2008,1,0.00
wanglei19840327,1,0.00
2523614125,1,0.00
languagecalls,1,0.00
zaqwsxcde5271,1,0.00
hidog,1,0.00
knoppix,1,0.00
knoppix11,1,0.00
llffmm,1,0.00
llffmm1967,1,0.00
ynyxh,1,0.00
ynyxh9,1,0.00
zhouzheng1234,1,0.00
389626533,1,0.00
yangsuqin,1,0.00
gangfeng,1,0.00
gangfeng19851114,1,0.00
sdlwkzwys,1,0.00
daidejie,1,0.00
hanbing_008,1,0.00
hanwuhf,1,0.00
zlzuiaijj,1,0.00
pyangjie,1,0.00
sophiawen,1,0.00
ringkelven,1,0.00
wlhwlh0482,1,0.00
wlhwlh,1,0.00
karateka,1,0.00
lingchen5202,1,0.00
tiandihongfu,1,0.00
net75622,1,0.00
60785,1,0.00
myyqq60785,1,0.00
myyqq,1,0.00
bjwzzyym,1,0.00
chenhaocn,1,0.00
lishidi,1,0.00
liumiaozhuo,1,0.00
lq88888888,1,0.00
qianrushan,1,0.00
you0633you,1,0.00
seconnie,1,0.00
01910,1,0.00
19800118,1,0.00
jlwang19800118,1,0.00
94799316,1,0.00
1985100111,1,0.00
84910222,1,0.00
254122011,1,0.00
s62364383,1,0.00
62364383,1,0.00
alyssachia,1,0.00
sdksg,1,0.00
viktor,1,0.00
ffxxyy,1,0.00
bruceies,1,0.00
61675839,1,0.00
momohuang,1,0.00
vijens,1,0.00
liujianliang,1,0.00
li8212243,1,0.00
8212243,1,0.00
wangyiyang,1,0.00
yiwei8875,1,0.00
quningstudy,1,0.00
dxs840511,1,0.00
zhuxizhen,1,0.00
sunzhaoyangneu,1,0.00
chenaolovelili,1,0.00
jiaorui2008,1,0.00
wangbenwei,1,0.00
10101025,1,0.00
lfeng1023,1,0.00
34562928,1,0.00
lizhi296,1,0.00
clark119,1,0.00
wwhking,1,0.00
naaanpppieee,1,0.00
86762204,1,0.00
19760204,1,0.00
200632875,1,0.00
6887218,1,0.00
chengxuxian,1,0.00
baominwu,1,0.00
houxin135,1,0.00
zhenlovenan,1,0.00
danniuangoback,1,0.00
zwh200752,1,0.00
200752,1,0.00
346496704,1,0.00
283240538,1,0.00
djz3052682,1,0.00
3052682,1,0.00
xswz,1,0.00
27934405,1,0.00
lixiaoyjy,1,0.00
gary111333,1,0.00
iris2239,1,0.00
bbicc,1,0.00
bbicc2004,1,0.00
ximinxm,1,0.00
guhuawei,1,0.00
lx917518,1,0.00
917518,1,0.00
ducao,1,0.00
247897214,1,0.00
112363,1,0.00
wuyym,1,0.00
deathawei,1,0.00
rastevil,1,0.00
matador1,1,0.00
naxin,1,0.00
watch4wy,1,0.00
4wy,1,0.00
166204299,1,0.00
hezhixiang,1,0.00
cornelious,1,0.00
whiteast,1,0.00
rabbitpqc,1,0.00
quakedoom,1,0.00
308079062,1,0.00
xiangfengyixiao,1,0.00
dabin1221,1,0.00
038012,1,0.00
zyzmy,1,0.00
handmi,1,0.00
poor7777,1,0.00
sunshiyizu,1,0.00
liuerfei,1,0.00
zxc19880213,1,0.00
maliyan,1,0.00
taozifei,1,0.00
wangiverson,1,0.00
qlpass,1,0.00
schuh,1,0.00
tkggokpl,1,0.00
zhang63573224,1,0.00
63573224,1,0.00
xushengjie,1,0.00
iamsopoor,1,0.00
f7962831,1,0.00
7962831,1,0.00
cjmei,1,0.00
guowei19850128,1,0.00
unauni,1,0.00
396592794,1,0.00
lixiuzhen,1,0.00
122381268,1,0.00
qq122381268,1,0.00
tianhe318,1,0.00
liumeide,1,0.00
xuantianxiedi,1,0.00
nimda,1,0.00
nimda123,1,0.00
fanshilin,1,0.00
fanshilin1225,1,0.00
4226919,1,0.00
kokxg,1,0.00
kongfu200,1,0.00
043310064,1,0.00
kchenwei,1,0.00
haozi0903,1,0.00
nzming,1,0.00
panxiang,1,0.00
panxiang5,1,0.00
newron,1,0.00
yutian0761,1,0.00
kitleer,1,0.00
vvkej,1,0.00
cjx_rabbit,1,0.00
superperson,1,0.00
superperson976,1,0.00
climbingwho,1,0.00
blackmoore,1,0.00
blackmoore14,1,0.00
fuchu,1,0.00
fuchu12000,1,0.00
01477410,1,0.00
yerj,1,0.00
359877996,1,0.00
haiwei719,1,0.00
wyydsy,1,0.00
zsbsn,1,0.00
zsbsn0210,1,0.00
langtwoshan,1,0.00
jack5102,1,0.00
1333520,1,0.00
zyy1333520,1,0.00
zhaohui061,1,0.00
pcitc,1,0.00
laohu2006,1,0.00
815190,1,0.00
hanzhibo,1,0.00
eviewyj,1,0.00
wayaaiya,1,0.00
emilyjie,1,0.00
wuhan2007,1,0.00
ch8355201,1,0.00
8355201,1,0.00
shenjunliang,1,0.00
freshair,1,0.00
hhjcobra,1,0.00
darlene212,1,0.00
darlene,1,0.00
530564288,1,0.00
baolinan,1,0.00
qhbin,1,0.00
qhbin520,1,0.00
fulllove,1,0.00
08design,1,0.00
034008,1,0.00
mizon,1,0.00
31078520,1,0.00
99112,1,0.00
ljs99112,1,0.00
caoyit168,1,0.00
caoyit,1,0.00
06121202,1,0.00
love2,1,0.00
love_love2,1,0.00
winbile,1,0.00
sutianjian,1,0.00
gaofengmiss,1,0.00
wyhhxj,1,0.00
hunhun141,1,0.00
a_b_c_d_e_f,1,0.00
guoyao0827,1,0.00
koala1014,1,0.00
xiujia,1,0.00
fmlong,1,0.00
zprozpro,1,0.00
linderong,1,0.00
1984722,1,0.00
sstevtkdyjggwn,1,0.00
wudifine182,1,0.00
wudifine,1,0.00
13770408603,1,0.00
accpx,1,0.00
8717464,1,0.00
lifn,1,0.00
huaan011,1,0.00
q3871106,1,0.00
3871106,1,0.00
hgy6688,1,0.00
840726,1,0.00
elaine840726,1,0.00
lilyfeng,1,0.00
312878599,1,0.00
guoyf123,1,0.00
4226403,1,0.00
3989048,1,0.00
zk3989048,1,0.00
roberxin,1,0.00
jiangq_jq,1,0.00
zhongyoulan,1,0.00
mudunyi,1,0.00
michael_lwan,1,0.00
lwan,1,0.00
louxiaoliang,1,0.00
address8,1,0.00
xinyi116518,1,0.00
bxcvcxvxcvxck,1,0.00
dyheee22,1,0.00
120410917,1,0.00
jmtangbc,1,0.00
176077448,1,0.00
qijian1104,1,0.00
hunhun1234,1,0.00
michaego,1,0.00
281339502,1,0.00
bosshol,1,0.00
64956495,1,0.00
ab64956495,1,0.00
dogping,1,0.00
westid,1,0.00
lenson,1,0.00
lenson11,1,0.00
404384049,1,0.00
80015493,1,0.00
shengwei86,1,0.00
vipersnake,1,0.00
9studio,1,0.00
d9studio,1,0.00
qwe123009,1,0.00
cqyczhb,1,0.00
hunhun110,1,0.00
joson1030,1,0.00
zhuweiiverson,1,0.00
betty840526,1,0.00
hunhun456,1,0.00
304454900,1,0.00
michael_amy,1,0.00
crizyant,1,0.00
lili1985,1,0.00
pingdingshan,1,0.00
nethost,1,0.00
hewei.0007,1,0.00
wangzaochen,1,0.00
102584,1,0.00
jetersu,1,0.00
myers,1,0.00
oming,1,0.00
oming_myers,1,0.00
vladimir07,1,0.00
454477317,1,0.00
37288721,1,0.00
qqqwwwqqq3,1,0.00
lj800316,1,0.00
thomas6899,1,0.00
mailydgo,1,0.00
anjuy,1,0.00
macan1209,1,0.00
lesterzm,1,0.00
woainicjh,1,0.00
xrbobo,1,0.00
spaces,1,0.00
shuxinliu,1,0.00
qngbwguw,1,0.00
lwdlxsbd,1,0.00
untimer,1,0.00
jehn,1,0.00
79685933,1,0.00
sophia0717,1,0.00
merryheart,1,0.00
wocaoguo,1,0.00
shuai9119,1,0.00
yundai,1,0.00
yvhjxx2001,1,0.00
yvhjxx,1,0.00
msbnet,1,0.00
ghost758,1,0.00
kfckfckfc,1,0.00
noyes1207,1,0.00
nashian,1,0.00
qiuhaijun,1,0.00
aljmy,1,0.00
lizuike,1,0.00
hhwhxh1985,1,0.00
hhwhxh,1,0.00
pkwang,1,0.00
pkwang001ly999,1,0.00
37233535,1,0.00
zhangzz0123,1,0.00
woniufeifei,1,0.00
398025859,1,0.00
cxy870724,1,0.00
wangrw,1,0.00
280531510,1,0.00
1982126,1,0.00
2652532,1,0.00
qq6218569,1,0.00
6218569,1,0.00
bigdhx,1,0.00
bigdhx2001,1,0.00
yinzhe8226,1,0.00
owen6732673,1,0.00
6732673,1,0.00
talentthomas,1,0.00
linmingli,1,0.00
zhangchunming,1,0.00
86900867,1,0.00
dhszxh,1,0.00
yz20032004,1,0.00
sy4170790,1,0.00
4170790,1,0.00
dongzi777,1,0.00
studymarryfor,1,0.00
thaksintian,1,0.00
jsb1314,1,0.00
342377532,1,0.00
jackie_hkl,1,0.00
andygulin,1,0.00
hongxinkm,1,0.00
esoftware,1,0.00
esoftware007,1,0.00
20041001,1,0.00
daidai05,1,0.00
zhangbin0609,1,0.00
alimamababa,1,0.00
asdqwe123,1,0.00
3152798,1,0.00
hqq441800,1,0.00
langdaooo,1,0.00
ruiyiiuo2007,1,0.00
ruiyiiuo,1,0.00
down2010,1,0.00
kitekai,1,0.00
yeyey,1,0.00
kevin011279,1,0.00
011279,1,0.00
zbcplg,1,0.00
alphardhuang,1,0.00
ptb,1,0.00
lxm488185,1,0.00
488185,1,0.00
mandybaby,1,0.00
z8873880,1,0.00
baoxuelian,1,0.00
sunzhewei,1,0.00
bb12345678,1,0.00
lanjia,1,0.00
lanjia615,1,0.00
yangshengsong888,1,0.00
yangshengsong,1,0.00
yangyaohong,1,0.00
qjh68120153,1,0.00
68120153,1,0.00
3237626,1,0.00
meidst,1,0.00
qskml,1,0.00
363764475,1,0.00
89274505,1,0.00
guanxiwu,1,0.00
jinzhendao,1,0.00
tyftyftyf,1,0.00
anjiao1127,1,0.00
5581292,1,0.00
qq5581292,1,0.00
txjtxjtxj,1,0.00
keysheng,1,0.00
szyszyszy,1,0.00
447962874,1,0.00
sachool,1,0.00
zxseeyou,1,0.00
kaixiang,1,0.00
kaixiang522,1,0.00
unika911,1,0.00
unika,1,0.00
lijianfengpc,1,0.00
1985225,1,0.00
yashaoyun,1,0.00
455024780,1,0.00
lidianhuaabc,1,0.00
xinyudiyin,1,0.00
jeanscai,1,0.00
looking305,1,0.00
datouzeng,1,0.00
zcgy,1,0.00
zcgy_tdk,1,0.00
muyuehao,1,0.00
yuanshuai123,1,0.00
ybyhfybr,1,0.00
hannyuk,1,0.00
martain,1,0.00
lsclzbk,1,0.00
b15568979,1,0.00
15568979,1,0.00
wafght,1,0.00
835288,1,0.00
7643,1,0.00
linliangkunoo,1,0.00
zhuhaihy,1,0.00
579018,1,0.00
jaken2007,1,0.00
16812168,1,0.00
wxia,1,0.00
cgrong,1,0.00
joey.gallery,1,0.00
gallery,1,0.00
20040227,1,0.00
gongxl,1,0.00
564321305,1,0.00
lihailiu,1,0.00
chenguichang,1,0.00
andrew064,1,0.00
kingtomato,1,0.00
yaho7,1,0.00
sjh_1987822,1,0.00
hitaotao,1,0.00
jackeychow,1,0.00
xiefanjiajia,1,0.00
lm900420,1,0.00
casicno,1,0.00
hnaunui,1,0.00
725945,1,0.00
sf725945,1,0.00
791108,1,0.00
tw_chi_ming,1,0.00
358184482,1,0.00
lvshuilvshui,1,0.00
zhangen766,1,0.00
1050379029,1,0.00
thbaggio,1,0.00
luyong1110,1,0.00
59005030,1,0.00
dgdfgvgergse2,1,0.00
dgdfgvgergse,1,0.00
369152496,1,0.00
wyjaismm,1,0.00
heyusheng,1,0.00
ytwolf,1,0.00
ytwolf007,1,0.00
3121177,1,0.00
op3121177,1,0.00
03041308,1,0.00
qianzhenguo,1,0.00
xojin,1,0.00
hywhu,1,0.00
minj,1,0.00
iamshenkeqin,1,0.00
tomking886,1,0.00
huoyanfalali,1,0.00
demon9749,1,0.00
9749,1,0.00
0310612002,1,0.00
0man,1,0.00
03232316,1,0.00
qianxk,1,0.00
aspire5580,1,0.00
053722,1,0.00
lillion95,1,0.00
lillion,1,0.00
jhp_apple,1,0.00
xiejie0301,1,0.00
rxgt1984,1,0.00
rxgt,1,0.00
jbuilder,1,0.00
jbuilder2006,1,0.00
cherry_0,1,0.00
81880822,1,0.00
wilin,1,0.00
shinefartony,1,0.00
icelight,1,0.00
ctgo2007,1,0.00
ctgo,1,0.00
sunhua928,1,0.00
liangzongquan,1,0.00
siddeng,1,0.00
pan007,1,0.00
tony_pan007,1,0.00
qfxyfyxl,1,0.00
zhangyexin,1,0.00
zhangyexin007,1,0.00
dnk,1,0.00
inu,1,0.00
lzlk,1,0.00
lxliuxy,1,0.00
taonengfeng,1,0.00
zhuxb1998,1,0.00
wingyip,1,0.00
kangwm,1,0.00
mjzyy,1,0.00
ljp820412,1,0.00
dd__king,1,0.00
wanjielao,1,0.00
gxdavi,1,0.00
xzgzgl,1,0.00
jljlz,1,0.00
jonby,1,0.00
limusong,1,0.00
budwhite,1,0.00
3762365,1,0.00
ygh3762365,1,0.00
smartkid,1,0.00
net123456,1,0.00
yrhyh,1,0.00
cocacoding,1,0.00
zgq19860928,1,0.00
dutengchao,1,0.00
0474,1,0.00
zhaoxiaokun0474,1,0.00
13864,1,0.00
05090,1,0.00
0106434,1,0.00
gzhxm,1,0.00
fytsoft,1,0.00
yinwenmao,1,0.00
mtmamat,1,0.00
gaoxinzhan,1,0.00
wweng,1,0.00
weizhihui,1,0.00
weizhihui8,1,0.00
fxd19841013,1,0.00
119326347,1,0.00
qjs198115,1,0.00
gaoxu031209,1,0.00
304279767,1,0.00
yujinmei,1,0.00
cowhust,1,0.00
linxiongxin,1,0.00
18906680,1,0.00
meetinbj123,1,0.00
kenneth_ding,1,0.00
wugangping,1,0.00
7480,1,0.00
xyinghui,1,0.00
uali,1,0.00
killcheater,1,0.00
zronto,1,0.00
zhmxtr,1,0.00
zhujian0918,1,0.00
hahajing,1,0.00
hahajing0206,1,0.00
ccnuzhangzhen,1,0.00
dxb96138,1,0.00
96138,1,0.00
sharklzq,1,0.00
sclwx2004,1,0.00
sclwx,1,0.00
xxxxxx123,1,0.00
12665676,1,0.00
jling7777,1,0.00
346429,1,0.00
lakewang,1,0.00
tylxyt,1,0.00
2813665,1,0.00
xugang1986,1,0.00
liuxiong1982,1,0.00
dingjianlc,1,0.00
liqifang,1,0.00
lvguang101,1,0.00
gowithoutyou,1,0.00
4880149,1,0.00
xiaowuges,1,0.00
hanliu125,1,0.00
azzg2008,1,0.00
petshop,1,0.00
halflifezhaoxu,1,0.00
zhl340,1,0.00
04324656932,1,0.00
ghnet,1,0.00
5517662,1,0.00
zw5517662,1,0.00
zlbo,1,0.00
315367928,1,0.00
zzzzmmmm,1,0.00
zqeok,1,0.00
mrcotton,1,0.00
81653381,1,0.00
124082712,1,0.00
liandongtianxia,1,0.00
yusongwinner,1,0.00
tczhuhao22,1,0.00
wuxj,1,0.00
