token,weighted_count,coverage_percent
5577,1.00,0.0002
3rdo,1.00,0.0002
shaphouse,1.00,0.0002
putu,1.00,0.0002
shaz,1.00,0.0002
1317659815,1.00,0.0002
hps,1.00,0.0002
lioness,1.00,0.0002
lioness35,1.00,0.0002
technews,1.00,0.0002
halea,1.00,0.0002
tylerquinn,1.00,0.0002
bigbear,1.00,0.0002
rohitsha,1.00,0.0002
aurorab,1.00,0.0002
aurorab77,1.00,0.0002
hail,1.00,0.0002
nbs,1.00,0.0002
cinta,1.00,0.0002
tomdick,1.00,0.0002
454545,1.00,0.0002
wan,1.00,0.0002
wan454545,1.00,0.0002
1luke,1.00,0.0002
cat1luke,1.00,0.0002
or35bi,1.00,0.0002
bi,1.00,0.0002
or,1.00,0.0002
1320698241,1.00,0.0002
pnut,1.00,0.0002
yaoguanglv,1.00,0.0002
roserdolly,1.00,0.0002
xkc,1.00,0.0002
675,1.00,0.0002
payal,1.00,0.0002
tonyajohn,1.00,0.0002
irisha,1.00,0.0002
mzasia,1.00,0.0002
vaxium,1.00,0.0002
hkbuga,1.00,0.0002
brett,1.00,0.0002
maab,1.00,0.0002
272659,1.00,0.0002
zhang272659,1.00,0.0002
melisha,1.00,0.0002
stipek,1.00,0.0002
4163,1.00,0.0002
voulue,1.00,0.0002
cablesys,1.00,0.0002
brooks,1.00,0.0002
azhar,1.00,0.0002
anitescu,1.00,0.0002
nicoleanne,1.00,0.0002
kirb,1.00,0.0002
astros,1.00,0.0002
masterwriter,1.00,0.0002
r98821,1.00,0.0002
98821,1.00,0.0002
4792,1.00,0.0002
one,1.00,0.0002
ilakkiya,1.00,0.0002
arraj,1.00,0.0002
acdude123,1.00,0.0002
acdude,1.00,0.0002
ukfinancials,1.00,0.0002
akmx,1.00,0.0002
akmx342,1.00,0.0002
cres,1.00,0.0002
nahid,1.00,0.0002
vinod,1.00,0.0002
196,1.00,0.0002
huatingyu,1.00,0.0002
manoranjan,1.00,0.0002
myplaywin,1.00,0.0002
zoofky,1.00,0.0002
taytay,1.00,0.0002
clik,1.00,0.0002
0okm,1.00,0.0002
benson,1.00,0.0002
eduki,1.00,0.0002
jonharwokey,1.00,0.0002
sb1959,1.00,0.0002
timpark,1.00,0.0002
autai,1.00,0.0002
asad,1.00,0.0002
waldron,1.00,0.0002
bellaaeris,1.00,0.0002
vienna,1.00,0.0002
atish,1.00,0.0002
shinesmn,1.00,0.0002
shinesmn985,1.00,0.0002
169,1.00,0.0002
nmoa,1.00,0.0002
sunny,1.00,0.0002
5528,1.00,0.0002
1239,1.00,0.0002
marinatran,1.00,0.0002
willowbrook,1.00,0.0002
libbers,1.00,0.0002
martins,1.00,0.0002
moffett,1.00,0.0002
sully,1.00,0.0002
sistamean,1.00,0.0002
baldwin,1.00,0.0002
innovatoria,1.00,0.0002
armwoods,1.00,0.0002
samanthalee,1.00,0.0002
timothy,1.00,0.0002
gz,1.00,0.0002
dimas,1.00,0.0002
stopcollector,1.00,0.0002
62995,1.00,0.0002
5155,1.00,0.0002
eliance,1.00,0.0002
barbverm,1.00,0.0002
toolbox,1.00,0.0002
gabi,1.00,0.0002
natra,1.00,0.0002
plstein,1.00,0.0002
polski,1.00,0.0002
submit,1.00,0.0002
amenya,1.00,0.0002
256,1.00,0.0002
hirestrategy,1.00,0.0002
airista,1.00,0.0002
3079,1.00,0.0002
laidley,1.00,0.0002
scottbamboo,1.00,0.0002
rfitz,1.00,0.0002
rfitz21,1.00,0.0002
stefen,1.00,0.0002
ginster,1.00,0.0002
segast,1.00,0.0002
bwyche187,1.00,0.0002
bwyche,1.00,0.0002
skyblu,1.00,0.0002
1ght,1.00,0.0002
3l,1.00,0.0002
skyblu3l1ght,1.00,0.0002
ricossa,1.00,0.0002
kiko181292,1.00,0.0002
181292,1.00,0.0002
irinavanessa,1.00,0.0002
svrkiran,1.00,0.0002
11906,1.00,0.0002
messy,1.00,0.0002
witchy,1.00,0.0002
3271,1.00,0.0002
mohite,1.00,0.0002
galaxia,1.00,0.0002
vmoney,1.00,0.0002
rod,1.00,0.0002
neanie,1.00,0.0002
dsdsfsd,1.00,0.0002
charen,1.00,0.0002
medic,1.00,0.0002
demone,1.00,0.0002
1844,1.00,0.0002
bikewagon,1.00,0.0002
71472,1.00,0.0002
jmc71472,1.00,0.0002
carausher,1.00,0.0002
091391,1.00,0.0002
melody,1.00,0.0002
dubkov,1.00,0.0002
ivailo,1.00,0.0002
ehtp,1.00,0.0002
dfgranados,1.00,0.0002
47122,1.00,0.0002
3120,1.00,0.0002
shuping,1.00,0.0002
person,1.00,0.0002
zenman,1.00,0.0002
qiyaner,1.00,0.0002
1688,1.00,0.0002
4988,1.00,0.0002
bleak,1.00,0.0002
65202,1.00,0.0002
lutz,1.00,0.0002
kmy,1.00,0.0002
jesserman,1.00,0.0002
emikel,1.00,0.0002
4blues,1.00,0.0002
emikel4blues,1.00,0.0002
alekath,1.00,0.0002
112311,1.00,0.0002
autismhero54,1.00,0.0002
autismhero,1.00,0.0002
msul,1.00,0.0002
7436,1.00,0.0002
srleeplus,1.00,0.0002
rachana,1.00,0.0002
rachana123,1.00,0.0002
speedy,1.00,0.0002
majumdar,1.00,0.0002
bchunt,1.00,0.0002
bchunt123,1.00,0.0002
279,1.00,0.0002
0225,1.00,0.0002
campos,1.00,0.0002
tina801,1.00,0.0002
micsourcing,1.00,0.0002
pianist147,1.00,0.0002
pianist,1.00,0.0002
3346,1.00,0.0002
softobiz,1.00,0.0002
0220,1.00,0.0002
videopen,1.00,0.0002
hgvdhq,1.00,0.0002
lholt,1.00,0.0002
shanghao,1.00,0.0002
pineapple,1.00,0.0002
nowar,1.00,0.0002
buddyjimmy,1.00,0.0002
mmrdt5,1.00,0.0002
mmrdt,1.00,0.0002
sunlight,1.00,0.0002
kavikdog,1.00,0.0002
zanagen,1.00,0.0002
33301,1.00,0.0002
rob33301,1.00,0.0002
442,1.00,0.0002
thecodeis,1.00,0.0002
cobnanny,1.00,0.0002
leng,1.00,0.0002
6979,1.00,0.0002
kindly,1.00,0.0002
tatai,1.00,0.0002
dimitree,1.00,0.0002
6688,1.00,0.0002
dipen,1.00,0.0002
neelamraj,1.00,0.0002
canary,1.00,0.0002
mila3001,1.00,0.0002
mila,1.00,0.0002
3001,1.00,0.0002
azizah,1.00,0.0002
lopezhk,1.00,0.0002
yodarepublic,1.00,0.0002
60628,1.00,0.0002
amon,1.00,0.0002
amon60628,1.00,0.0002
urban,1.00,0.0002
urban123,1.00,0.0002
powersewing,1.00,0.0002
marieaure,1.00,0.0002
celeste,1.00,0.0002
dieterhub,1.00,0.0002
trudy,1.00,0.0002
buddyholmes,1.00,0.0002
piercom,1.00,0.0002
mckain,1.00,0.0002
1300,1.00,0.0002
299,1.00,0.0002
kashia,1.00,0.0002
winston,1.00,0.0002
garner,1.00,0.0002
sarahcruiise,1.00,0.0002
2528,1.00,0.0002
vinda,1.00,0.0002
austinreed,1.00,0.0002
natalia,1.00,0.0002
nurmela,1.00,0.0002
mjcamp15,1.00,0.0002
mjcamp,1.00,0.0002
kripster,1.00,0.0002
kariesue,1.00,0.0002
bonnie,1.00,0.0002
himesh,1.00,0.0002
amil,1.00,0.0002
fantage,1.00,0.0002
dcdomain,1.00,0.0002
findppm,1.00,0.0002
faisal,1.00,0.0002
laklem,1.00,0.0002
abe,1.00,0.0002
jill,1.00,0.0002
jsjbsm21,1.00,0.0002
jsjbsm,1.00,0.0002
morelgin,1.00,0.0002
1943,1.00,0.0002
winpossible,1.00,0.0002
hitendra,1.00,0.0002
paracord,1.00,0.0002
mfallon,1.00,0.0002
kliq,1.00,0.0002
mek,1.00,0.0002
3392,1.00,0.0002
moobabe1,1.00,0.0002
moobabe,1.00,0.0002
nbbta,1.00,0.0002
mfjm,1.00,0.0002
2730,1.00,0.0002
boon,1.00,0.0002
chhikara08,1.00,0.0002
chhikara,1.00,0.0002
marui,1.00,0.0002
elkanwan,1.00,0.0002
8664,1.00,0.0002
drowsy,1.00,0.0002
7978,1.00,0.0002
masterchinese,1.00,0.0002
rajathiraja,1.00,0.0002
sth,1.00,0.0002
lunipa3,1.00,0.0002
lunipa,1.00,0.0002
unt,1.00,0.0002
thestylistla,1.00,0.0002
micky,1.00,0.0002
ster,1.00,0.0002
b00ster,1.00,0.0002
7926,1.00,0.0002
pettings,1.00,0.0002
fareed,1.00,0.0002
orangeroof,1.00,0.0002
jhsweetie,1.00,0.0002
jhsweetie26,1.00,0.0002
wisc,1.00,0.0002
luckybutt,1.00,0.0002
estradamanny,1.00,0.0002
gamey,1.00,0.0002
gamey1023,1.00,0.0002
mindovamatta,1.00,0.0002
1633,1.00,0.0002
ceci,1.00,0.0002
jackdavis,1.00,0.0002
steventhornton,1.00,0.0002
shermanangelo,1.00,0.0002
emeryalex,1.00,0.0002
rogercheng,1.00,0.0002
markanderson,1.00,0.0002
staggsjanice,1.00,0.0002
clontzjulie,1.00,0.0002
laura815928,1.00,0.0002
815928,1.00,0.0002
debra,1.00,0.0002
means,1.00,0.0002
means_debra,1.00,0.0002
marywilkerson,1.00,0.0002
charlenebyers,1.00,0.0002
schneider,1.00,0.0002
somerset,1.00,0.0002
1781,1.00,0.0002
mrexa,1.00,0.0002
ferghie,1.00,0.0002
ferghie17,1.00,0.0002
shubrob,1.00,0.0002
swapna,1.00,0.0002
alce,1.00,0.0002
bensted,1.00,0.0002
deal4trade,1.00,0.0002
4trade,1.00,0.0002
deal,1.00,0.0002
caralzhu,1.00,0.0002
elsayed,1.00,0.0002
735,1.00,0.0002
sushantvohra,1.00,0.0002
1406,1.00,0.0002
81506,1.00,0.0002
sledor,1.00,0.0002
darrene,1.00,0.0002
clement,1.00,0.0002
wright,1.00,0.0002
afx,1.00,0.0002
capt,1.00,0.0002
ortho,1.00,0.0002
serwin,1.00,0.0002
lamoute,1.00,0.0002
457,1.00,0.0002
iam,1.00,0.0002
rinor,1.00,0.0002
5080,1.00,0.0002
4620,1.00,0.0002
1192,1.00,0.0002
dcrowl,1.00,0.0002
dcrowl1192,1.00,0.0002
rivaness,1.00,0.0002
pozoliento,1.00,0.0002
649,1.00,0.0002
mnk,1.00,0.0002
mnk8380,1.00,0.0002
8380,1.00,0.0002
aditi,1.00,0.0002
leeonna,1.00,0.0002
bozzies,0.50,0.0001
61304,0.50,0.0001
emeek,0.50,0.0001
kcr,0.50,0.0001
2p,0.50,0.0001
6j,0.50,0.0001
isinina,0.50,0.0001
524,0.50,0.0001
awriter,0.50,0.0001
nc,0.50,0.0001
irene,0.50,0.0001
ijazmines,0.50,0.0001
6243,0.50,0.0001
cusdenm,0.50,0.0001
rwm,0.50,0.0001
adunnahoo,0.50,0.0001
sinat,0.50,0.0001
skristmann,0.50,0.0001
ciaras,0.50,0.0001
wcrouse,0.50,0.0001
250,0.50,0.0001
jmk,0.50,0.0001
hascall,0.50,0.0001
7thking,0.50,0.0001
neelanjanag,0.50,0.0001
pjalaja,0.50,0.0001
theuno,0.50,0.0001
shuch,0.50,0.0001
mrjhblttr,0.50,0.0001
angusbarrett,0.50,0.0001
386,0.50,0.0001
sfrank,0.50,0.0001
pieper,0.50,0.0001
katiuska,0.50,0.0001
angelz,0.50,0.0001
acrab,0.50,0.0001
grace_lange,0.50,0.0001
kiah,0.50,0.0001
sound,0.50,0.0001
billmurphy,0.50,0.0001
sidellc,0.50,0.0001
502,0.50,0.0001
me.com,0.50,0.0001
mobius,0.50,0.0001
2x,0.50,0.0001
lababidi,0.50,0.0001
y.lababidi,0.50,0.0001
write,0.50,0.0001
026,0.50,0.0001
andriaw,0.50,0.0001
12012,0.50,0.0001
pilar,0.50,0.0001
rbasden,0.50,0.0001
jinglej,0.50,0.0001
shannone,0.50,0.0001
gorilla,0.50,0.0001
ej,0.50,0.0001
zanderz,0.50,0.0001
olivier,0.50,0.0001
761,0.50,0.0001
jdehe,0.50,0.0001
cbills,0.50,0.0001
estherg,0.50,0.0001
wilson,0.50,0.0001
natasha,0.50,0.0001
pwrite,0.50,0.0001
6162006,0.50,0.0001
cooke,0.50,0.0001
2vinita,0.50,0.0001
3333,0.50,0.0001
daw,0.50,0.0001
sbacon,0.50,0.0001
gitit,0.50,0.0001
914,0.50,0.0001
jhsif,0.50,0.0001
mkinney,0.50,0.0001
bea4is,0.50,0.0001
nfiore,0.50,0.0001
ccamerota,0.50,0.0001
rsteenberg,0.50,0.0001
jenni,0.50,0.0001
3blue,0.50,0.0001
csoundstreet,0.50,0.0001
sbj,0.50,0.0001
04213,0.50,0.0001
lana,0.50,0.0001
svlmij,0.50,0.0001
572,0.50,0.0001
sdizzel,0.50,0.0001
amberose,0.50,0.0001
damikoa,0.50,0.0001
728,0.50,0.0001
tnoland,0.50,0.0001
rmi,0.50,0.0001
ghil,0.50,0.0001
498,0.50,0.0001
499,0.50,0.0001
sacsuz,0.50,0.0001
lessiaw,0.50,0.0001
parthod,0.50,0.0001
betsy,0.50,0.0001
ayoung,0.50,0.0001
zazzu_usa,0.50,0.0001
atafuro,0.50,0.0001
heinz,0.50,0.0001
heinz_m,0.50,0.0001
weir,0.50,0.0001
wareham,0.50,0.0001
ysylvia,0.50,0.0001
ya7ya,0.50,0.0001
hayden,0.50,0.0001
lsherea,0.50,0.0001
lolz,0.50,0.0001
060,0.50,0.0001
coscend,0.50,0.0001
shaarath,0.50,0.0001
pence,0.50,0.0001
acason,0.50,0.0001
hvega,0.50,0.0001
jtwdd,0.50,0.0001
rilling,0.50,0.0001
pjh,0.50,0.0001
aprilwriter,0.50,0.0001
ajanth,0.50,0.0001
ei,0.50,0.0001
tliodice,0.50,0.0001
kjeroh,0.50,0.0001
vbenet,0.50,0.0001
0402,0.50,0.0001
cow_lady,0.50,0.0001
tsnoopy,0.50,0.0001
xlauren,0.50,0.0001
vt,0.50,0.0001
stoelb,0.50,0.0001
smceachern,0.50,0.0001
sdg,0.50,0.0001
branbranm,0.50,0.0001
stefanied,0.50,0.0001
jpicciotto,0.50,0.0001
maze,0.50,0.0001
nabhp,0.50,0.0001
nazilas,0.50,0.0001
jrodger,0.50,0.0001
riyazn,0.50,0.0001
2322,0.50,0.0001
cnsq,0.50,0.0001
82104,0.50,0.0001
kosinski,0.50,0.0001
eashow,0.50,0.0001
chw,0.50,0.0001
blogue,0.50,0.0001
luirrene,0.50,0.0001
coot,0.50,0.0001
ewolf,0.50,0.0001
jponte,0.50,0.0001
jada,0.50,0.0001
storm,0.50,0.0001
lj,0.50,0.0001
nuttin.nice,0.50,0.0001
4photos,0.50,0.0001
st_goca,0.50,0.0001
ssuhm,0.50,0.0001
ankeshk,0.50,0.0001
dm,0.50,0.0001
kabir,0.50,0.0001
skimmers,0.50,0.0001
dgrec,0.50,0.0001
richar,0.50,0.0001
chellew,0.50,0.0001
llawton,0.50,0.0001
led,0.50,0.0001
kwithers,0.50,0.0001
ginam,0.50,0.0001
767,0.50,0.0001
hevy,0.50,0.0001
dt,0.50,0.0001
maxannp,0.50,0.0001
92987,0.50,0.0001
corey,0.50,0.0001
yoga_laura,0.50,0.0001
086,0.50,0.0001
rz,0.50,0.0001
geist,0.50,0.0001
fu,0.50,0.0001
berdine,0.50,0.0001
5001,0.50,0.0001
lsmid,0.50,0.0001
4surf,0.50,0.0001
thundero,0.50,0.0001
4meu,0.50,0.0001
easton,0.50,0.0001
32102,0.50,0.0001
573,0.50,0.0001
acanneto,0.50,0.0001
kriapos,0.50,0.0001
eve.white,0.50,0.0001
steppen,0.50,0.0001
ilove,0.50,0.0001
erica,0.50,0.0001
horsemann,0.50,0.0001
crane,0.50,0.0001
shk,0.50,0.0001
pimpn,0.50,0.0001
jessr0x,0.50,0.0001
ltippette,0.50,0.0001
215600,0.50,0.0001
lady_tiga,0.50,0.0001
kween.kong,0.50,0.0001
athein,0.50,0.0001
deliac,0.50,0.0001
anil_okin,0.50,0.0001
statik,0.50,0.0001
ruby,0.50,0.0001
wmz,0.50,0.0001
ttapan,0.50,0.0001
kwaites,0.50,0.0001
alikats,0.50,0.0001
161,0.50,0.0001
roybal,0.50,0.0001
1wieman,0.50,0.0001
aturner,0.50,0.0001
2l,0.50,0.0001
emcinnis,0.50,0.0001
gracie,0.50,0.0001
kellyj,0.50,0.0001
winos,0.50,0.0001
dejae,0.50,0.0001
9q,0.50,0.0001
atodd,0.50,0.0001
tmendoza,0.50,0.0001
jogdc,0.50,0.0001
aljpromo,0.50,0.0001
acober,0.50,0.0001
cpeterson,0.50,0.0001
wyldseed,0.50,0.0001
0388,0.50,0.0001
skuhlgirl,0.50,0.0001
696,0.50,0.0001
bhughes,0.50,0.0001
kippy,0.50,0.0001
rorok,0.50,0.0001
brownlee,0.50,0.0001
_brownlee,0.50,0.0001
kelleel,0.50,0.0001
geerhead,0.50,0.0001
danunzio,0.50,0.0001
c_danunzio,0.50,0.0001
alhearn,0.50,0.0001
sharmina,0.50,0.0001
choice_goa,0.50,0.0001
aowens,0.50,0.0001
kraine,0.50,0.0001
driessen,0.50,0.0001
nagarajan,0.50,0.0001
burnoa,0.50,0.0001
bald,0.50,0.0001
ameliad,0.50,0.0001
travis.black,0.50,0.0001
jacks,0.50,0.0001
aware-jump,0.50,0.0001
gill,0.50,0.0001
lozer_hi,0.50,0.0001
jchesco,0.50,0.0001
rashmi,0.50,0.0001
aliciat,0.50,0.0001
ehsan,0.50,0.0001
varvell,0.50,0.0001
c_varvell,0.50,0.0001
angeli,0.50,0.0001
xhunter,0.50,0.0001
psmith,0.50,0.0001
deer,0.50,0.0001
qsi,0.50,0.0001
atown,0.50,0.0001
maine,0.50,0.0001
4200,0.50,0.0001
lotero,0.50,0.0001
dfn,0.50,0.0001
12968,0.50,0.0001
samoan.goddess,0.50,0.0001
bcmundt,0.50,0.0001
krystylb,0.50,0.0001
xsla,0.50,0.0001
emobley,0.50,0.0001
lgriffith,0.50,0.0001
2yr,0.50,0.0001
tzap,0.50,0.0001
zpeteman,0.50,0.0001
cbende,0.50,0.0001
lahumada,0.50,0.0001
yang,0.50,0.0001
ho,0.50,0.0001
vicky,0.50,0.0001
darciaa,0.50,0.0001
ctimothy,0.50,0.0001
fgolding,0.50,0.0001
ashan,0.50,0.0001
20000,0.50,0.0001
ginger,0.50,0.0001
karissas,0.50,0.0001
rscapin,0.50,0.0001
3x,0.50,0.0001
ch,0.50,0.0001
redwriters,0.50,0.0001
cardona,0.50,0.0001
del.jones,0.50,0.0001
mfisher,0.50,0.0001
jlb,0.50,0.0001
anni_are,0.50,0.0001
ked,0.50,0.0001
2rb,0.50,0.0001
noni,0.50,0.0001
sonalk,0.50,0.0001
lexi,0.50,0.0001
hc,0.50,0.0001
tberger,0.50,0.0001
janea_sewell,0.50,0.0001
bob.zang,0.50,0.0001
derrenj,0.50,0.0001
ejayveon,0.50,0.0001
kiran,0.50,0.0001
padmasini,0.50,0.0001
teya,0.50,0.0001
laflaca,0.50,0.0001
desiree.bisordi,0.50,0.0001
sakki,0.50,0.0001
sakki.k,0.50,0.0001
borgelinb,0.50,0.0001
loves,0.50,0.0001
by,0.50,0.0001
monarchz,0.50,0.0001
bonteekabra,0.50,0.0001
183,0.50,0.0001
237,0.50,0.0001
t_hladik,0.50,0.0001
hladik,0.50,0.0001
jeni,0.50,0.0001
krzochal,0.50,0.0001
oppenheim,0.50,0.0001
majackson,0.50,0.0001
436,0.50,0.0001
slockwood,0.50,0.0001
tangi,0.50,0.0001
thakran,0.50,0.0001
szqm,0.50,0.0001
medin,0.50,0.0001
maddie,0.50,0.0001
egulliver,0.50,0.0001
libra_cupid,0.50,0.0001
045,0.50,0.0001
efmeek,0.50,0.0001
tonmoyz,0.50,0.0001
atest,0.50,0.0001
tfb,0.50,0.0001
wend,0.50,0.0001
cjrmommy,0.50,0.0001
kam,0.50,0.0001
dhana,0.50,0.0001
gabyhtinoco,0.50,0.0001
babblin5,0.50,0.0001
babblin,0.50,0.0001
mtanjil,0.50,0.0001
romeo,0.50,0.0001
nicsi,0.50,0.0001
4peace,0.50,0.0001
cdanger,0.50,0.0001
4114,0.50,0.0001
ksp,0.50,0.0001
avadhutb,0.50,0.0001
dnisby,0.50,0.0001
1110,0.50,0.0001
snehal,0.50,0.0001
freekrunal,0.50,0.0001
org,0.50,0.0001
sakalass,0.50,0.0001
551,0.50,0.0001
madhankumar,0.50,0.0001
pooranix,0.50,0.0001
dimc,0.50,0.0001
wang,0.50,0.0001
8848,0.50,0.0001
2d,0.50,0.0001
dgfogus,0.50,0.0001
ceppy_ceppy,0.50,0.0001
gjammer,0.50,0.0001
sfarner,0.50,0.0001
prs,0.50,0.0001
fahad,0.50,0.0001
winchester,0.50,0.0001
desmainec,0.50,0.0001
jai,0.50,0.0001
1thanh,0.50,0.0001
ahaynes,0.50,0.0001
jadnicole,0.50,0.0001
esiepiela,0.50,0.0001
yozoria,0.50,0.0001
lms,0.50,0.0001
aratna,0.50,0.0001
oasis-bs,0.50,0.0001
rhameld,0.50,0.0001
sj,0.50,0.0001
rocket,0.50,0.0001
acompas,0.50,0.0001
bobbyg,0.50,0.0001
jackieb,0.50,0.0001
tiffartgls,0.50,0.0001
kajensaa,0.50,0.0001
aferrar,0.50,0.0001
kkc,0.50,0.0001
hi_bye,0.50,0.0001
syreeta,0.50,0.0001
bringania,0.50,0.0001
chapis_mayi,0.50,0.0001
pendragon,0.50,0.0001
sarge,0.50,0.0001
champion,0.50,0.0001
smcgee,0.50,0.0001
gartin,0.50,0.0001
749,0.50,0.0001
jennb,0.50,0.0001
bbrager,0.50,0.0001
gwynfor,0.50,0.0001
raogm,0.50,0.0001
jea,0.50,0.0001
up,0.50,0.0001
cmk,0.50,0.0001
2will,0.50,0.0001
janus,0.50,0.0001
0325,0.50,0.0001
romil,0.50,0.0001
skraus,0.50,0.0001
kdirtysweet,0.50,0.0001
rbughao,0.50,0.0001
-,0.50,0.0001
isteroids,0.50,0.0001
tremicak,0.50,0.0001
dexterfigg,0.50,0.0001
nand,0.50,0.0001
nand0,0.50,0.0001
688,0.50,0.0001
nogate,0.50,0.0001
kmccaslin,0.50,0.0001
helam,0.50,0.0001
magaleata,0.50,0.0001
arezina,0.50,0.0001
426,0.50,0.0001
goddess,0.50,0.0001
giuspat,0.50,0.0001
7o,0.50,0.0001
rosina,0.50,0.0001
schmitt,0.50,0.0001
6b,0.50,0.0001
ramey,0.50,0.0001
senigma,0.50,0.0001
arodeta,0.50,0.0001
yanil,0.50,0.0001
michelee,0.50,0.0001
ncremeens,0.50,0.0001
dbeavers,0.50,0.0001
hluchiani,0.50,0.0001
viewzi,0.50,0.0001
ak_naaz,0.50,0.0001
empress,0.50,0.0001
sanko,0.50,0.0001
lanning,0.50,0.0001
514,0.50,0.0001
486,0.50,0.0001
shr,0.50,0.0001
sloughside,0.50,0.0001
sy,0.50,0.0001
rhea_jade,0.50,0.0001
atul.sinha,0.50,0.0001
k-masuoka,0.50,0.0001
masuoka,0.50,0.0001
divon,0.50,0.0001
trinak,0.50,0.0001
anant,0.50,0.0001
y_notme,0.50,0.0001
notme,0.50,0.0001
fhack,0.50,0.0001
nrt,0.50,0.0001
mag_gro,0.50,0.0001
babygirls,0.50,0.0001
preuter,0.50,0.0001
rivera,0.50,0.0001
sulabh,0.50,0.0001
lainchbury,0.50,0.0001
apb,0.50,0.0001
brheaume,0.50,0.0001
0579,0.50,0.0001
sheba,0.50,0.0001
wk,0.50,0.0001
maddog,0.50,0.0001
2shot,0.50,0.0001
klarek,0.50,0.0001
barry_shumpert,0.50,0.0001
778,0.50,0.0001
russ_mairs,0.50,0.0001
chelseyl,0.50,0.0001
nguyen,0.50,0.0001
asuresh,0.50,0.0001
xtrain.com,0.50,0.0001
jstitts,0.50,0.0001
sbsmall,0.50,0.0001
marge,0.50,0.0001
all-spy,0.50,0.0001
paul_ellul,0.50,0.0001
whaley,0.50,0.0001
ishew,0.50,0.0001
levos,0.50,0.0001
ydk,0.50,0.0001
grayrider,0.50,0.0001
srappy,0.50,0.0001
svarde,0.50,0.0001
jaygoodier,0.50,0.0001
stevie,0.50,0.0001
melaycae,0.50,0.0001
kalkunte,0.50,0.0001
mcard,0.50,0.0001
spayne,0.50,0.0001
finks,0.50,0.0001
twilliams,0.50,0.0001
em.legaspi,0.50,0.0001
therese,0.50,0.0001
8307,0.50,0.0001
bchayla,0.50,0.0001
leinenk,0.50,0.0001
motyz,0.50,0.0001
enemas,0.50,0.0001
luke,0.50,0.0001
chadderf,0.50,0.0001
habibslupee,0.50,0.0001
ur_mom,0.50,0.0001
mesiblue,0.50,0.0001
meads,0.50,0.0001
hbt,0.50,0.0001
baker,0.50,0.0001
r3lly,0.50,0.0001
pclemons,0.50,0.0001
asnaghook,0.50,0.0001
ksym,0.50,0.0001
eps,0.50,0.0001
jenniferm,0.50,0.0001
cgayathri,0.50,0.0001
dceleste,0.50,0.0001
prina.net,0.50,0.0001
bmore,0.50,0.0001
gentlepen,0.50,0.0001
soubhagya,0.50,0.0001
micaela,0.50,0.0001
jsabir,0.50,0.0001
thabietj,0.50,0.0001
rjd,0.50,0.0001
1430,0.50,0.0001
nanda,0.50,0.0001
4817,0.50,0.0001
dpinney,0.50,0.0001
677,0.50,0.0001
elisaacruz,0.50,0.0001
wmb,0.50,0.0001
alvarezm,0.50,0.0001
shane.berry1,0.50,0.0001
organized,0.50,0.0001
joeve,0.50,0.0001
studio,0.50,0.0001
ramin,0.50,0.0001
sato,0.50,0.0001
mfagalar,0.50,0.0001
maldenkarl,0.50,0.0001
hgumb,0.50,0.0001
medhavib,0.50,0.0001
leha,0.50,0.0001
ako,0.50,0.0001
adrian,0.50,0.0001
bentsminger,0.50,0.0001
bkeese,0.50,0.0001
jacent,0.50,0.0001
charllygrl,0.50,0.0001
cvangelatou,0.50,0.0001
bs,0.50,0.0001
jkranick,0.50,0.0001
hersh,0.50,0.0001
yashinl,0.50,0.0001
2kachmyr,0.50,0.0001
carmetaf,0.50,0.0001
kitti,0.50,0.0001
788,0.50,0.0001
mtoro,0.50,0.0001
wilborn.willie,0.50,0.0001
2talk,0.50,0.0001
nnadia,0.50,0.0001
72791445,0.50,0.0001
hedviga,0.50,0.0001
805,0.50,0.0001
rubio,0.50,0.0001
grose,0.50,0.0001
jeffreys,0.50,0.0001
amina,0.50,0.0001
smoke,0.50,0.0001
shine,0.50,0.0001
shine6,0.50,0.0001
smeer,0.50,0.0001
cb,0.50,0.0001
18282,0.50,0.0001
7213,0.50,0.0001
kk_boy,0.50,0.0001
ajmelin,0.50,0.0001
vegangirly,0.50,0.0001
shefveland,0.50,0.0001
jgv,0.50,0.0001
jerel,0.50,0.0001
kchan,0.50,0.0001
cindyr,0.50,0.0001
davejoy,0.50,0.0001
nilanjana,0.50,0.0001
jason-keinz,0.50,0.0001
thobilek,0.50,0.0001
ching,0.50,0.0001
ycallahan,0.50,0.0001
cebbybears,0.50,0.0001
30100,0.50,0.0001
lovelady,0.50,0.0001
queennieve,0.50,0.0001
drew,0.50,0.0001
64341,0.50,0.0001
rudi,0.50,0.0001
alisa,0.50,0.0001
5916,0.50,0.0001
af,0.50,0.0001
4195,0.50,0.0001
aandrus,0.50,0.0001
bolduc,0.50,0.0001
nan,0.50,0.0001
jms,0.50,0.0001
jboston,0.50,0.0001
aroun,0.50,0.0001
sunil,0.50,0.0001
ashton.tierney,0.50,0.0001
wezzy,0.50,0.0001
pkelsey,0.50,0.0001
sglorioso,0.50,0.0001
ebi,0.50,0.0001
645,0.50,0.0001
naa,0.50,0.0001
johnd,0.50,0.0001
rsivi,0.50,0.0001
7k,0.50,0.0001
dawsonm,0.50,0.0001
kimnyko,0.50,0.0001
brianda,0.50,0.0001
choua,0.50,0.0001
schaffee6,0.50,0.0001
schaffee,0.50,0.0001
5k,0.50,0.0001
minda,0.50,0.0001
jesusnme,0.50,0.0001
